symbol,yf_ticker,company,sector,close,pass_trend_template,trend_template_hits,rs_rating,vcp_detected,vcp_score,pivot,distance_to_pivot_pct,notes
LHSC,LHSC.BK,LH SHOPPING CENTERS LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,15.8,True,7,79.0,False,0.0,15.5,-1.88,
AYUD,AYUD.BK,ALLIANZ AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,Insurance,44.25,True,7,78.0,False,0.0,44.35,0.23,
BLAND,BLAND.BK,BANGKOK LAND PUBLIC COMPANY LIMITED,Property Development,0.57,True,7,78.0,False,0.0,0.6,5.26,
TPAC,TPAC.BK,THAI PLASPAC PUBLIC COMPANY LIMITED,Packaging,10.3,True,7,78.0,False,0.0,10.8,4.85,
ESTAR,ESTAR.BK,EASTERN STAR REAL ESTATE PUBLIC COMPANY LIMITED,Property Development,0.24,True,7,77.0,False,0.0,,,
MBK,MBK.BK,MBK PUBLIC COMPANY LIMITED,Property Development,22.1,True,7,77.0,False,0.0,24.2,9.5,
SC,SC.BK,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,Property Development,2.1,True,7,77.0,False,0.0,1.85,-12.08,
SUPEREIF,SUPEREIF.BK,SUPER ENERGY POWER PLANT INFRASTRUCTURE FUND,Energy & Utilities,6.75,True,7,77.0,False,0.0,,,
UTP,UTP.BK,UNITED PAPER PUBLIC COMPANY LIMITED,Paper & Printing Materials,9.05,True,7,77.0,False,0.0,9.09,0.46,
QLT,QLT.BK,QUALITECH PUBLIC COMPANY LIMITED,-,2.02,True,7,76.0,False,0.0,2.04,0.99,
TVO,TVO.BK,THAI VEGETABLE OIL PUBLIC COMPANY LIMITED,Food & Beverage,28.5,True,7,76.0,False,0.0,25.69,-9.85,
AKP,AKP.BK,AKKHIE PRAKARN PUBLIC COMPANY LIMITED,-,0.79,True,7,75.0,False,0.0,0.75,-5.06,
AMC,AMC.BK,ASIA METAL PUBLIC COMPANY LIMITED,Steel and Metal Products,2.52,True,7,75.0,False,0.0,2.66,5.56,
QHBREIT,QHBREIT.BK,Quality Houses Business Complex Leasehold Real Estate Investment Trust,Property Fund & REITs,3.74,True,7,75.0,False,0.0,,,
TQR,TQR.BK,TQR PUBLIC COMPANY LIMITED,-,6.15,True,7,75.0,False,0.0,6.0,-2.51,
INETREIT,INETREIT.BK,INET FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,13.4,True,7,73.0,False,0.0,,,
AIMIRT,AIMIRT.BK,AIM INDUSTRIAL GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,12.4,True,7,72.0,False,0.0,10.82,-12.73,
ORN,ORN.BK,ORNSIRIN HOLDING PUBLIC COMPANY LIMITED,Property Development,0.87,True,7,72.0,False,0.0,0.89,2.3,
BIOTEC,BIOTEC.BK,BIO GREEN ENERGY TECH PUBLIC COMPANY LIMITED,Energy & Utilities,0.27,True,7,71.0,False,0.0,0.28,3.7,
FTREIT,FTREIT.BK,FRASERS PROPERTY THAILAND INDUSTRIAL FREEHOLD & LEASEHOLD REIT,Property Fund & REITs,12.7,True,7,71.0,False,0.0,12.8,0.77,
PHOL,PHOL.BK,PHOL DHANYA PUBLIC COMPANY LIMITED,-,3.26,True,7,71.0,False,0.0,3.24,-0.64,
D,D.BK,DENTAL CORPORATION PUBLIC COMPANY LIMITED,-,3.06,True,7,70.0,False,0.0,,,
DMT,DMT.BK,DON MUANG TOLLWAY PUBLIC COMPANY LIMITED,Transportation & Logistics,12.2,True,7,70.0,False,0.0,12.28,0.63,
PRAPAT,PRAPAT.BK,PEERAPAT TECHNOLOGY PUBLIC COMPANY LIMITED,-,0.88,True,7,70.0,False,0.0,0.82,-6.82,
SGP,SGP.BK,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,Energy & Utilities,8.75,True,7,70.0,False,0.0,8.9,1.69,
SONIC,SONIC.BK,SONIC INTERFREIGHT PUBLIC COMPANY LIMITED,-,1.56,False,6,49.0,False,64.5,1.57,0.64,
CHIC,CHIC.BK,CHIC REPUBLIC PUBLIC COMPANY LIMITED,-,0.31,False,6,39.0,False,62.5,0.34,9.68,
TIDLOR,TIDLOR.BK,TIDLOR HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities,19.8,False,6,55.0,False,60.0,20.0,1.01,
TMD,TMD.BK,THAI METAL DRUM MANUFACTURING PUBLIC COMPANY LIMITED,Packaging,27.25,False,6,55.0,False,58.5,27.5,0.92,
KPNREIT,KPNREIT.BK,KPN Real Estate Investment Trust,Property Fund & REITs,2.0,False,6,41.0,False,58.5,2.0,0.16,
SRS,SRS.BK,SIRISOFT PUBLIC COMPANY LIMITED,-,2.52,False,5,87.0,False,56.5,1.9,-24.6,
ZIGA,ZIGA.BK,ZIGA INNOVATION PUBLIC COMPANY LIMITED,-,1.23,False,6,81.0,False,56.5,0.96,-21.95,
TAKUNI,TAKUNI.BK,TAKUNI GROUP PUBLIC COMPANY LIMITED,-,0.49,False,6,80.0,False,56.5,0.41,-16.33,
POLY,POLY.BK,Polynet Public Company Limited,Automotive,7.1,False,6,52.0,False,55.5,6.91,-2.65,
TKN,TKN.BK,TAOKAENOI FOOD & MARKETING PUBLIC COMPANY LIMITED,Food & Beverage,4.2,False,4,31.0,False,55.5,4.08,-2.8,
GFPT,GFPT.BK,GFPT PUBLIC COMPANY LIMITED,Agribusiness,10.0,False,4,53.0,False,52.0,10.2,2.0,
SVR,SVR.BK,SIVAROM REAL ESTATE PUBLIC COMPANY LIMITED,-,0.38,False,4,61.0,False,51.67,0.37,-2.63,
MFEC,MFEC.BK,MFEC PUBLIC COMPANY LIMITED,Information & Communication Technology,6.15,False,7,67.0,False,51.5,6.35,3.25,
M-STOR,M-STOR.BK,MFC-STRATEGIC STORAGE FUND,Property Fund & REITs,7.75,False,6,44.0,False,50.0,8.75,12.9,
DOD,DOD.BK,DOD BIOTECH PUBLIC COMPANY LIMITED,-,1.11,False,0,4.0,False,50.0,1.81,63.06,
SINO,SINO.BK,Sino Logistics Corporation Public Company Limited,Transportation & Logistics,0.98,False,4,55.0,False,49.5,0.94,-4.52,
WPH,WPH.BK,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED,Health Care Services,6.05,False,4,31.0,False,49.5,6.1,0.83,
SHANG,SHANG.BK,SHANGRI-LA HOTEL PUBLIC COMPANY LIMITED,Tourism & Leisure,43.75,False,1,31.0,False,49.0,46.0,5.14,
TRP,TRP.BK,Aesthetic Connect Public Company Limited,-,4.06,False,2,23.0,False,49.0,4.36,7.39,
BAM,BAM.BK,BANGKOK COMMERCIAL ASSET MANAGEMENT PUBLIC COMPANY LIMITED,Finance & Securities,6.4,False,1,22.0,False,49.0,6.95,8.59,
BSM,BSM.BK,BUILDERSMART PUBLIC COMPANY LIMITED,-,0.65,False,5,96.0,False,48.75,0.46,-29.23,
PCC,PCC.BK,Precise Corporation Public Company Limited,Industrial Materials & Machinery,3.14,False,7,64.0,False,48.75,2.98,-5.1,
BCPG,BCPG.BK,BCPG PUBLIC COMPANY LIMITED,Energy & Utilities,7.3,False,6,39.0,False,48.75,7.35,0.68,
ICN,ICN.BK,INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED,Information & Communication Technology,2.16,False,7,62.0,False,48.67,2.18,0.93,
KK,KK.BK,K&K SUPERSTORE SOUTHERN PUBLIC COMPANY LIMITED,-,0.95,False,3,37.0,False,47.5,1.04,9.47,
CHAYO,CHAYO.BK,CHAYO GROUP PUBLIC COMPANY LIMITED,Finance & Securities,1.34,False,3,27.0,False,47.0,1.51,12.69,
NOVA,NOVA.BK,NOVA EMPIRE PUBLIC COMPANY LIMITED,Energy & Utilities,5.9,False,0,6.0,False,47.0,6.05,2.54,
DUSIT,DUSIT.BK,DUSIT THANI PUBLIC COMPANY LIMITED,Tourism & Leisure,11.1,False,3,49.0,False,46.0,11.9,7.21,
MENA,MENA.BK,MENA TRANSPORT PUBLIC COMPANY LIMITED,Transportation & Logistics,0.82,False,5,61.0,False,45.75,0.8,-2.44,
ITC,ITC.BK,i-Tail Corporation Public Company Limited,Food & Beverage,17.5,False,6,60.0,False,45.75,17.8,1.71,
AP,AP.BK,AP (THAILAND) PUBLIC COMPANY LIMITED,Property Development,8.15,False,4,51.0,False,45.75,8.2,0.61,
PR9,PR9.BK,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,18.8,False,4,43.0,False,45.75,18.4,-2.12,
STI,STI.BK,STONEHENGE INTER PUBLIC COMPANY LIMITED,Construction Services,1.71,False,1,24.0,False,44.5,1.79,4.68,
QHOP,QHOP.BK,QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,Property Fund & REITs,3.22,False,6,47.0,False,44.0,3.4,5.59,
OCC,OCC.BK,O.C.C. PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,9.55,False,4,32.0,False,44.0,10.4,8.9,
PK,PK.BK,PATKOL PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,0.49,False,2,32.0,False,44.0,0.53,8.16,
BEAUTY,BEAUTY.BK,BEAUTY COMMUNITY PUBLIC COMPANY LIMITED,Commerce,0.34,False,0,10.0,False,44.0,0.38,11.76,
TNP,TNP.BK,THANAPIRIYA PUBLIC COMPANY LIMITED,-,2.9,False,5,45.0,False,43.75,3.0,3.61,
OR,OR.BK,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,Energy & Utilities,12.6,False,2,34.0,False,43.75,13.1,3.97,
CPAXT,CPAXT.BK,CP AXTRA PUBLIC COMPANY LIMITED,Commerce,14.7,False,0,21.0,False,43.75,15.31,4.17,
DTCENT,DTCENT.BK,D.T.C. Enterprise Public Company Limited,Information & Communication Technology,0.95,False,5,50.0,False,43.67,0.97,2.11,
HENG,HENG.BK,HENG LEASING AND CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,0.9,False,2,25.0,False,43.5,1.0,11.11,
MALEE,MALEE.BK,MALEE GROUP PUBLIC COMPANY LIMITED,Food & Beverage,4.0,False,1,19.0,False,43.5,4.34,8.5,
SLP,SLP.BK,SALEE PRINTING PUBLIC COMPANY LIMITED,Packaging,0.49,False,6,73.0,False,42.75,0.47,-4.08,
PACO,PACO.BK,PRESIDENT AUTOMOBILE INDUSTRIES PUBLIC COMPANY LIMITED,-,1.46,False,7,69.0,False,42.75,1.47,0.68,
FM,FM.BK,FOOD MOMENTS PUBLIC COMPANY LIMITED,Food & Beverage,4.27,False,7,65.0,False,42.75,4.1,-4.07,
SAPPE,SAPPE.BK,SAPPE PUBLIC COMPANY LIMITED,Food & Beverage,35.75,False,6,65.0,False,42.75,34.75,-2.8,
TAN,TAN.BK,Tanachira Retail Corporation Public Company Limited,Commerce,4.16,False,7,56.0,False,42.75,4.0,-3.85,
AF,AF.BK,AIRA FACTORING PUBLIC COMPANY LIMITED,-,0.41,False,7,63.0,False,42.5,0.42,2.44,
GENCO,GENCO.BK,"GENERAL ENVIRONMENTAL CONSERVATION PUBLIC CO., LTD.",Professional Services,0.33,False,6,63.0,False,41.0,0.34,3.03,
ZAA,ZAA.BK,ZALEKTA PUBLIC COMPANY LIMITED,Media & Publishing,1.63,False,0,19.0,False,41.0,1.87,14.72,
KCG,KCG.BK,KCG CORPORATION PUBLIC COMPANY LIMITED,Food & Beverage,10.2,False,6,71.0,False,40.75,10.73,5.16,
SNNP,SNNP.BK,SRINANAPORN MARKETING PUBLIC COMPANY LIMITED,Food & Beverage,6.75,False,3,25.0,False,40.75,6.99,3.49,
SICT,SICT.BK,SILICON CRAFT TECHNOLOGY PUBLIC COMPANY LIMITED,-,3.06,False,7,62.0,False,40.67,3.2,4.58,
CMO,CMO.BK,CMO PUBLIC COMPANY LIMITED,-,0.69,False,6,84.0,False,40.5,0.79,14.49,
EGCO,EGCO.BK,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,Energy & Utilities,135.5,False,6,70.0,False,40.0,135.0,-0.37,
TL,TL.BK,TECHLEAD NEXT PUBLIC COMPANY LIMITED,Information & Communication Technology,0.47,False,7,63.0,False,39.83,0.44,-6.38,
CKP,CKP.BK,CK POWER PUBLIC COMPANY LIMITED,Energy & Utilities,2.56,False,6,52.0,False,39.83,2.58,0.78,
AAI,AAI.BK,Asian Alliance International Public Company Limited,Food & Beverage,4.02,False,4,44.0,False,39.75,3.84,-4.4,
PRTR,PRTR.BK,PRTR Group Public Company Limited,Professional Services,3.32,False,5,44.0,False,39.75,3.36,1.15,
SQ,SQ.BK,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,Construction Services,0.17,False,0,3.0,False,39.5,0.21,23.53,
AIMCG,AIMCG.BK,AIM COMMERCIAL GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,1.69,False,5,63.0,False,39.17,1.8,6.44,
MTC,MTC.BK,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,32.0,False,2,29.0,False,39.17,35.25,10.16,
NYT,NYT.BK,NAMYONG TERMINAL PUBLIC COMPANY LIMITED,Transportation & Logistics,4.02,False,6,84.0,False,37.75,4.18,3.98,
I2,I2.BK,I2 Enterprise Public Company Limited,-,0.82,False,7,67.0,False,37.75,0.86,4.88,
AMANAH,AMANAH.BK,AMANAH LEASING PUBLIC COMPANY LIMITED,Finance & Securities,0.84,False,5,63.0,False,37.0,0.76,-9.52,
QH,QH.BK,QUALITY HOUSES PUBLIC COMPANY LIMITED,Property Development,1.42,False,6,53.0,False,36.83,1.44,1.38,
EASON,EASON.BK,EASON & CO PUBLIC COMPANY LIMITED,Automotive,1.25,False,6,65.0,False,36.67,1.26,0.8,
EAST,EAST.BK,EASTERN COMMERCIAL LEASING PUBLIC COMPANY LIMITED,Finance & Securities,0.83,False,7,65.0,False,36.67,0.8,-3.61,
TMI,TMI.BK,TEERA-MONGKOL INDUSTRY PUBLIC COMPANY LIMITED,-,0.51,False,3,36.0,False,36.67,0.51,0.0,
TMILL,TMILL.BK,T S FLOUR MILL PUBLIC COMPANY LIMITED,-,2.6,False,6,73.0,False,36.25,2.8,7.69,
BGT,BGT.BK,BGT CORPORATION PUBLIC COMPANY LIMITED,-,0.38,False,2,38.0,False,36.25,0.4,5.26,
UNIQ,UNIQ.BK,UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services,2.68,False,3,20.0,False,36.25,2.9,8.21,
BTS,BTS.BK,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Transportation & Logistics,2.08,False,0,14.0,False,36.25,2.24,7.69,
AOT,AOT.BK,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,Transportation & Logistics,63.25,False,6,85.0,False,36.17,67.0,5.93,
JMT,JMT.BK,JMT NETWORK SERVICES PUBLIC COMPANY LIMITED,Finance & Securities,11.2,False,6,58.0,False,36.17,12.11,8.16,
FSMART,FSMART.BK,FORTH SMART SERVICE PUBLIC COMPANY LIMITED,-,7.15,False,6,54.0,False,36.17,7.9,10.51,
IVF,IVF.BK,INSPIRE IVF Public Company Limited,-,0.77,False,4,41.0,False,36.17,0.82,6.49,
MINT,MINT.BK,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,Tourism & Leisure,22.2,False,4,34.0,False,36.17,24.47,10.24,
UEC,UEC.BK,UNIMIT ENGINEERING PUBLIC COMPANY LIMITED,-,0.75,False,6,47.0,False,36.0,0.85,12.82,
SEAOIL,SEAOIL.BK,SEA OIL PUBLIC COMPANY LIMITED,Energy & Utilities,3.4,False,6,62.0,False,35.0,3.52,3.53,
TU-PF,TU-PF.BK,T.U. DOME RESIDENTIAL COMPLEX LEASEHOLD PROPERTY FUND,Property Fund & REITs,1.12,False,4,36.0,False,35.0,1.2,7.14,
NL,NL.BK,NL Development Public Company Limited,Construction Services,0.6,False,1,12.0,False,35.0,0.72,20.0,
BM,BM.BK,BANGKOK SHEET METAL PUBLIC COMPANY LIMITED,-,1.3,False,5,70.0,False,34.75,1.33,2.31,
ICHI,ICHI.BK,ICHITAN GROUP PUBLIC COMPANY LIMITED,Food & Beverage,14.1,False,7,66.0,False,34.75,14.63,3.79,
IVL,IVL.BK,INDORAMA VENTURES PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,24.2,False,6,64.0,False,34.75,25.27,4.42,
MEGA,MEGA.BK,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,Commerce,36.25,False,6,59.0,False,34.75,37.13,2.42,
OSP,OSP.BK,OSOTSPA PUBLIC COMPANY LIMITED,Food & Beverage,16.6,False,5,52.0,False,34.75,17.45,5.14,
CSP,CSP.BK,CSP STEEL CENTER PUBLIC COMPANY LIMITED,Steel and Metal Products,0.85,False,6,97.0,False,33.75,0.56,-34.12,
ABM,ABM.BK,ASIA BIOMASS PUBLIC COMPANY LIMITED,-,0.93,False,4,95.0,False,33.75,0.78,-16.13,
BH,BH.BK,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,192.0,False,7,57.0,False,33.75,188.65,-1.74,
NTSC,NTSC.BK,Nutrition SC Public Company Limited,-,6.75,False,6,55.0,False,33.75,6.85,1.48,
TEKA,TEKA.BK,TEKA CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services,1.88,False,6,55.0,False,33.75,1.89,0.53,
TNPC,TNPC.BK,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,Automotive,0.96,False,6,48.0,False,33.75,0.97,1.04,
PPPM,PPPM.BK,PP PRIME PUBLIC COMPANY LIMITED,Agribusiness,0.27,False,2,47.0,False,33.75,0.23,-14.81,
DITTO,DITTO.BK,DITTO (THAILAND) PUBLIC COMPANY LIMITED,Information & Communication Technology,14.2,False,6,59.0,False,33.33,15.5,9.15,
INET,INET.BK,INTERNET THAILAND PUBLIC COMPANY LIMITED,Information & Communication Technology,4.02,False,5,46.0,False,33.33,4.36,8.46,
BAY,BAY.BK,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,Banking,40.25,False,6,91.0,False,33.25,42.5,5.59,
BLA,BLA.BK,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,Insurance,24.5,False,6,74.0,False,33.25,27.05,10.39,
STANLY,STANLY.BK,THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED,Automotive,230.0,False,6,74.0,False,33.25,246.0,6.96,
WHA,WHA.BK,WHA CORPORATION PUBLIC COMPANY LIMITED,Property Development,4.86,False,6,73.0,False,33.25,5.25,8.02,
ILINK,ILINK.BK,INTERLINK COMMUNICATION PUBLIC COMPANY LIMITED,Information & Communication Technology,4.94,False,5,50.0,False,33.25,5.25,6.28,
STPI,STPI.BK,STP&I PUBLIC COMPANY LIMITED,Construction Services,5.85,False,6,75.0,False,33.0,6.95,18.8,
ITEL,ITEL.BK,INTERLINK TELECOM PUBLIC COMPANY LIMITED,Information & Communication Technology,1.51,False,6,54.0,False,33.0,1.76,16.56,
CMAN,CMAN.BK,CHEMEMAN PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,2.88,False,6,63.0,False,31.67,3.02,4.86,
MOONG,MOONG.BK,MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED,-,2.32,False,6,61.0,False,31.67,2.42,4.31,
LEO,LEO.BK,LEO GLOBAL LOGISTICS PUBLIC COMPANY LIMITED,-,1.93,False,5,34.0,False,31.67,1.99,3.11,
CPF,CPF.BK,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,Food & Beverage,23.35,False,5,68.0,False,31.0,21.88,-6.3,
ASAP,ASAP.BK,SYNERGETIC AUTO PERFORMANCE PUBLIC COMPANY LIMITED,Automotive,2.12,False,6,87.0,False,30.33,2.32,9.43,
GULF,GULF.BK,GULF DEVELOPMENT PUBLIC COMPANY LIMITED,Energy & Utilities,63.25,False,6,73.0,False,30.33,67.75,7.11,
CWT,CWT.BK,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,Automotive,0.91,False,3,51.0,False,30.33,1.01,10.99,
ASN,ASN.BK,ASN BROKER PUBLIC COMPANY LIMITED,-,0.98,False,6,72.0,False,30.25,1.08,10.2,
COMAN,COMAN.BK,COMANCHE INTERNATIONAL PUBLIC COMPANY LIMITED,-,0.52,False,5,50.0,False,30.25,0.56,7.69,
MK,MK.BK,M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,0.57,False,3,44.0,False,30.25,0.61,7.02,
MEDEZE,MEDEZE.BK,Medeze Group Public Company Limited,Health Care Services,6.5,False,4,41.0,False,30.25,7.1,9.23,
UPF,UPF.BK,UNION PIONEER PUBLIC COMPANY LIMITED,Fashion,23.0,False,3,37.0,False,30.25,22.5,-2.17,
DOHOME,DOHOME.BK,DOHOME PUBLIC COMPANY LIMITED,Commerce,3.6,False,3,33.0,False,30.25,3.96,10.0,
CPN,CPN.BK,CENTRAL PATTANA PUBLIC COMPANY LIMITED,Property Development,65.5,False,6,57.0,False,30.17,69.25,5.73,
MOSHI,MOSHI.BK,Moshi Moshi Retail Corporation Public Company Limited,Commerce,38.25,False,5,48.0,False,30.17,42.05,9.93,
BCH,BCH.BK,BANGKOK CHAIN HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,11.1,False,5,60.0,False,29.38,11.15,0.42,
TURBO,TURBO.BK,Ngernturbo Public Company Limited,Finance & Securities,1.84,False,0,,False,29.38,1.8,-2.17,
GREEN,GREEN.BK,GREEN RESOURCES PUBLIC COMPANY LIMITED,Energy & Utilities,0.8,False,7,65.0,False,28.75,0.82,2.5,
KIAT,KIAT.BK,KIATTANA TRANSPORT PUBLIC COMPANY LIMITED,Transportation & Logistics,0.34,False,6,64.0,False,28.75,0.35,2.94,
GROREIT,GROREIT.BK,GRANDE ROYAL ORCHID HOSPITALITY REAL ESTATE INVESTMENT TRUST WITH BUY-BACK CONDITION,Property Fund & REITs,8.85,False,7,56.0,False,28.75,9.05,2.26,
BJC,BJC.BK,BERLI JUCKER PUBLIC COMPANY LIMITED,Commerce,15.7,False,4,46.0,False,28.75,16.52,5.25,
M,M.BK,MK RESTAURANT GROUP PUBLIC COMPANY LIMITED,Food & Beverage,21.4,False,5,37.0,False,28.75,22.18,3.66,
TRV,TRV.BK,T.R.V. RUBBER PRODUCTS PUBLIC COMPANY LIMITED,-,1.52,False,1,22.0,False,28.0,1.6,5.26,
LTMH,LTMH.BK,LTMH Public Company Limited,-,7.6,False,6,94.0,False,27.5,8.0,5.26,
MOTHER,MOTHER.BK,Mother Marketing Public Company Limited,-,1.13,False,2,33.0,False,27.25,1.2,6.19,
SPA,SPA.BK,SIAM WELLNESS GROUP PUBLIC COMPANY LIMITED,Tourism & Leisure,3.08,False,4,30.0,False,27.25,3.4,10.39,
CI,CI.BK,CHARN ISSARA DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,0.35,False,5,55.0,False,26.67,0.4,14.29,
CMC,CMC.BK,CHAOPRAYAMAHANAKORN PUBLIC COMPANY LIMITED,Property Development,0.43,False,3,29.0,False,26.67,0.49,13.95,
M-CHAI,M-CHAI.BK,MAHACHAI HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,18.8,False,1,25.0,False,26.67,19.8,5.32,
COM7,COM7.BK,COM7 PUBLIC COMPANY LIMITED,Commerce,28.5,False,6,70.0,False,25.88,30.5,7.02,
XPG,XPG.BK,XSPRING CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,0.55,False,7,64.0,False,25.0,0.52,-5.45,
SYNEX,SYNEX.BK,SYNNEX (THAILAND) PUBLIC COMPANY LIMITED,Information & Communication Technology,9.75,False,4,38.0,False,25.0,9.85,0.99,
ADVANC,ADVANC.BK,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,Information & Communication Technology,352.0,False,5,54.0,False,24.5,375.03,6.54,
AEONTS,AEONTS.BK,AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED,Finance & Securities,101.5,False,4,49.0,False,24.5,110.5,8.87,
SAWAD,SAWAD.BK,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,Finance & Securities,24.0,False,2,33.0,False,24.5,26.25,9.38,
TOA,TOA.BK,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,Construction Materials,15.1,False,7,67.0,False,24.33,16.19,7.24,
CHG,CHG.BK,CHULARAT HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,1.51,False,5,42.0,False,24.33,1.63,7.88,
VNG,VNG.BK,VANACHAI GROUP PUBLIC COMPANY LIMITED,Construction Materials,1.97,False,3,42.0,False,24.33,2.18,10.66,
CK,CK.BK,CH. KARNCHANG PUBLIC COMPANY LIMITED,Construction Services,18.6,False,6,68.0,False,24.17,19.99,7.48,
SPI,SPI.BK,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,Commerce,33.0,False,5,55.0,False,24.17,34.5,4.55,
COCOCO,COCOCO.BK,Thai Coconut Public Company Limited,Food & Beverage,5.85,False,3,33.0,False,24.17,6.2,5.98,
MMM,MMM.BK,MMM Capital Public Company Limited,-,2.66,False,0,,False,24.17,2.88,8.21,
BTG,BTG.BK,BETAGRO PUBLIC COMPANY LIMITED,Food & Beverage,21.2,False,7,63.0,False,23.75,23.0,8.49,
PG,PG.BK,PEOPLE'S GARMENT PUBLIC COMPANY LIMITED,Fashion,6.55,False,3,36.0,False,23.75,7.35,12.21,
AAV,AAV.BK,ASIA AVIATION PUBLIC COMPANY LIMITED,Transportation & Logistics,1.03,False,0,17.0,False,23.75,1.16,12.62,
APCS,APCS.BK,ASIA PRECISION PUBLIC COMPANY LIMITED,Construction Services,1.23,False,0,17.0,False,23.75,1.49,21.14,
WGE,WGE.BK,WELL GRADED ENGINEERING PUBLIC COMPANY LIMITED,Construction Services,0.68,False,1,16.0,False,23.75,0.76,11.76,
MASTEC,MASTEC.BK,Masstec Link Public Company Limited,Industrial Materials & Machinery,1.73,False,0,,False,23.75,2.34,35.26,
THG,THG.BK,THONBURI HEALTHCARE GROUP PUBLIC COMPANY LIMITED,Health Care Services,7.5,False,1,22.0,False,23.67,7.85,4.67,
PLANET,PLANET.BK,PLANET COMMUNICATIONS ASIA PUBLIC COMPANY LIMITED,-,0.54,False,1,5.0,False,23.67,0.65,20.37,
AURA,AURA.BK,Aurora Design Public Company Limited,Fashion,14.2,False,6,33.0,False,22.88,15.1,6.34,
DEMCO,DEMCO.BK,DEMCO PUBLIC COMPANY LIMITED,Construction Services,3.62,False,5,74.0,False,21.5,3.86,6.63,
AH,AH.BK,AAPICO HITECH PUBLIC COMPANY LIMITED,Automotive,15.4,False,7,63.0,False,21.25,16.3,5.87,
ROCK,ROCK.BK,ROCKWORTH PUBLIC COMPANY LIMITED,Home & Office Products,10.8,False,6,59.0,False,21.25,11.4,5.56,
KJL,KJL.BK,KIJCHAROEN ENGINEERING ELECTRIC PUBLIC COMPANY LIMITED,-,6.35,False,5,52.0,False,21.25,7.04,10.83,
S&J,S&J.BK,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,32.0,False,5,45.0,False,21.25,34.5,7.81,
SAMART,SAMART.BK,SAMART CORPORATION PUBLIC COMPANY LIMITED,Information & Communication Technology,5.65,False,4,32.0,False,21.25,5.81,2.77,
KASET,KASET.BK,THAI HA PUBLIC COMPANY LIMITED,-,0.63,False,3,32.0,False,21.0,0.72,14.29,
DDD,DDD.BK,DO DAY DREAM PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,4.88,False,0,20.0,False,21.0,5.23,7.08,
LTS,LTS.BK,Light Up Total Solution Public Company Limited,-,2.66,False,3,17.0,False,21.0,3.24,21.8,
