symbol,yf_ticker,company,sector,close,pass_trend_template,trend_template_hits,rs_rating,vcp_detected,vcp_score,pivot,distance_to_pivot_pct,notes
PLUS,PLUS.BK,Royal Plus Public Company Limited,Food & Beverage,1.21,False,1,14.0,False,21.0,1.34,10.74,
SANKO,SANKO.BK,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,-,1.14,False,5,85.0,False,20.83,1.48,29.82,
JTS,JTS.BK,JASMINE TECHNOLOGY SOLUTION PUBLIC COMPANY LIMITED,Information & Communication Technology,28.75,False,1,6.0,False,20.83,33.75,17.39,
MRDIYT,MRDIYT.BK,MR. D.I.Y. HOLDING (THAILAND) PUBLIC COMPANY LIMITED,Commerce,9.5,False,0,,False,20.83,12.12,27.54,
KISS,KISS.BK,ROJUKISS INTERNATIONAL PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,3.2,False,6,46.0,False,20.75,3.65,14.2,
DELTA,DELTA.BK,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,Electronic Components,246.0,False,4,41.0,False,20.75,364.0,47.97,
AMARC,AMARC.BK,ASIA MEDICAL AND AGRICULTURAL LABORATORY AND RESEARCH CENTER PUBLIC COMPANY LIMITED,-,2.94,False,3,22.0,False,20.75,3.14,6.74,
BRI,BRI.BK,BRITANIA PUBLIC COMPANY LIMITED,Property Development,1.24,False,0,13.0,False,20.75,1.34,8.06,
FMT,FMT.BK,FINE METAL TECHNOLOGIES PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,18.5,False,0,12.0,False,20.75,21.4,15.68,
CRANE,CRANE.BK,CHU KAI PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,0.32,False,1,10.0,False,20.75,0.39,21.87,
WFX,WFX.BK,WORLD FLEX PUBLIC COMPANY LIMITED,Fashion,1.0,False,7,69.0,False,20.67,1.0,0.0,
ROCTEC,ROCTEC.BK,ROCTEC GLOBAL PUBLIC COMPANY LIMITED,Information & Communication Technology,0.64,False,4,39.0,False,20.67,0.69,8.06,
NV,NV.BK,NOVA ORGANIC PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,0.55,False,1,24.0,False,20.67,0.62,12.73,
BWG,BWG.BK,BETTER WORLD GREEN PUBLIC COMPANY LIMITED,Professional Services,0.23,False,1,13.0,False,20.67,0.33,43.48,
THAI,THAI.BK,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,Transportation & Logistics,5.85,False,0,7.0,False,20.67,7.1,21.37,
FLOYD,FLOYD.BK,FLOYD PUBLIC COMPANY LIMITED,-,1.17,False,7,66.0,False,20.0,1.18,0.85,
BIS,BIS.BK,Bioscience Animal Health Public Company Limited,-,2.18,False,6,64.0,False,20.0,2.26,3.67,
SFLEX,SFLEX.BK,STARFLEX PUBLIC COMPANY LIMITED,Packaging,3.08,False,7,60.0,False,20.0,3.15,2.17,
BSBM,BSBM.BK,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,Steel and Metal Products,0.68,False,4,57.0,False,20.0,0.7,2.94,
AMATAV,AMATAV.BK,AMATA VN PUBLIC COMPANY LIMITED,Property Development,2.3,False,5,48.0,False,20.0,2.4,4.35,
TPA,TPA.BK,THAI POLY ACRYLIC PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,2.7,False,4,38.0,False,20.0,2.76,2.22,
TEAMG,TEAMG.BK,TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY LIMITED,Construction Services,3.04,False,5,37.0,False,18.33,3.28,7.89,
MASTER,MASTER.BK,Master Style Public Company Limited,Health Care Services,9.05,False,4,24.0,False,18.33,9.55,5.52,
NEX,NEX.BK,NEX POINT PUBLIC COMPANY LIMITED,Automotive,0.98,False,0,24.0,False,17.83,1.12,14.29,
KGEN,KGEN.BK,KING GEN PUBLIC COMPANY LIMITED,-,1.54,False,4,96.0,False,17.75,1.89,22.73,
SGC,SGC.BK,SG Capital Public Company Limited,Finance & Securities,1.59,False,6,92.0,False,17.75,1.81,13.84,
TRUBB,TRUBB.BK,THAI RUBBER LATEX GROUP PUBLIC COMPANY LIMITED,Agribusiness,1.04,False,6,89.0,False,17.75,1.22,17.31,
SNC,SNC.BK,SNC FORMER PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,7.4,False,6,67.0,False,17.75,8.75,18.24,
ACG,ACG.BK,AUTOCORP HOLDING PUBLIC COMPANY LIMITED,Automotive,0.73,False,6,59.0,False,17.75,0.79,8.22,
GLORY,GLORY.BK,GLORY FOREVER PUBLIC COMPANY LIMITED,-,0.96,False,5,59.0,False,17.75,1.24,29.17,
MUD,MUD.BK,MUD & HOUND PUBLIC COMPANY LIMITED,-,0.75,False,3,50.0,False,17.75,0.97,29.33,
EA,EA.BK,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,Energy & Utilities,2.9,False,4,26.0,False,17.75,3.18,9.66,
NC,NC.BK,NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED,Fashion,1.75,False,0,16.0,False,17.75,1.97,12.57,
BKA,BKA.BK,Bangkok Asset Intergroup Public Company Limited,-,0.7,False,0,10.0,False,17.75,0.89,27.14,
ALPHAX,ALPHAX.BK,ALPHA DIVISIONS PUBLIC COMPANY LIMITED,-,0.23,False,0,5.0,False,17.75,0.29,26.09,
SR,SR.BK,SIAMRAJ PUBLIC COMPANY LIMITED,-,0.4,False,5,64.0,False,17.67,0.46,15.0,
FSX,FSX.BK,FINANSIA X PUBLIC COMPANY LIMITED,Finance & Securities,1.09,False,4,44.0,False,17.67,1.17,7.34,
FTI,FTI.BK,Function International Public Company Limited,Home & Office Products,1.96,False,5,60.0,False,16.88,2.1,7.14,
JPARK,JPARK.BK,JENKONGKLAI PUBLIC COMPANY LIMITED,-,3.36,False,5,45.0,False,16.38,3.74,11.31,
MCOT,MCOT.BK,MCOT PUBLIC COMPANY LIMITED,Media & Publishing,5.7,False,6,72.0,False,15.0,6.45,13.16,
NVD,NVD.BK,NIRVANA DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,0.75,False,3,51.0,False,15.0,0.85,13.33,
THMUI,THMUI.BK,THAI MUI CORPORATION PUBLIC COMPANY LIMITED,-,0.32,False,5,36.0,False,15.0,0.38,18.75,
MGI,MGI.BK,Miss Grand International Public Company Limited,-,5.2,False,1,16.0,False,15.0,5.8,11.54,
PRECHA,PRECHA.BK,PREECHA GROUP PUBLIC COMPANY LIMITED,Property Development,0.44,False,1,13.0,False,15.0,0.5,13.64,
OKJ,OKJ.BK,Pluk Phak Praw Rak Mae Public Company Limited,Food & Beverage,3.4,False,0,10.0,False,15.0,3.82,12.35,
GRAND,GRAND.BK,GRANDE ASSET HOTELS AND PROPERTY PUBLIC COMPANY LIMITED,Tourism & Leisure,0.02,False,0,4.0,False,15.0,0.03,50.0,
ASK,ASK.BK,ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,Finance & Securities,10.9,False,6,86.0,False,14.83,12.6,15.6,
HMPRO,HMPRO.BK,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,Commerce,6.45,False,5,38.0,False,14.83,6.8,5.43,
ORI,ORI.BK,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,Property Development,1.8,False,1,23.0,False,14.83,2.08,15.56,
AS,AS.BK,ASPHERE INNOVATIONS PUBLIC COMPANY LIMITED,Media & Publishing,2.26,False,0,15.0,False,14.83,2.41,6.77,
VS,VS.BK,VISERVE ENTERPRISE PUBLIC COMPANY LIMITED,-,0.27,False,1,12.0,False,14.83,0.44,62.96,
HYDRO,HYDRO.BK,HYDROTEK PUBLIC COMPANY LIMITED,-,0.05,False,0,1.0,False,14.83,0.35,595.0,
GLOBAL,GLOBAL.BK,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,Commerce,7.1,False,6,45.0,False,14.75,8.0,12.68,
TKT,TKT.BK,T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY LIMITED,Automotive,0.71,False,2,23.0,False,14.75,0.77,8.45,
IIG,IIG.BK,I&I GROUP PUBLIC COMPANY LIMITED,-,1.36,False,1,15.0,False,14.75,1.59,16.91,
MONO,MONO.BK,MONO NEXT PUBLIC COMPANY LIMITED,Media & Publishing,0.59,False,0,4.0,False,14.75,0.98,66.1,
PIN,PIN.BK,PINTHONG INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property Development,4.32,False,5,41.0,False,12.5,4.7,8.8,
NETBAY,NETBAY.BK,NETBAY PUBLIC COMPANY LIMITED,-,12.5,False,1,18.0,False,12.0,15.7,25.6,
IND,IND.BK,INDEX INTERNATIONAL GROUP PUBLIC COMPANY LIMITED,-,0.84,False,0,13.0,False,12.0,1.04,23.81,
PROEN,PROEN.BK,PROEN CORP PUBLIC COMPANY LIMITED,-,0.86,False,0,10.0,False,12.0,1.04,20.93,
NCAP,NCAP.BK,NEXT CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,3.54,False,6,74.0,False,11.83,4.08,15.25,
NRF,NRF.BK,NR INSTANT PRODUCE PUBLIC COMPANY LIMITED,Food & Beverage,0.23,False,0,6.0,False,11.83,0.25,8.7,
SVOA,SVOA.BK,SVOA PUBLIC COMPANY LIMITED,Information & Communication Technology,2.08,False,6,83.0,False,11.67,2.56,23.08,
SIS,SIS.BK,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,Information & Communication Technology,23.7,False,6,61.0,False,11.67,27.25,14.98,
F&D,F&D.BK,FOOD AND DRINKS PUBLIC COMPANY LIMITED,Food & Beverage,45.0,False,0,40.0,False,11.67,67.75,50.56,
EP,EP.BK,EASTERN POWER GROUP PUBLIC COMPANY LIMITED,Energy & Utilities,1.11,False,2,26.0,False,11.67,1.26,13.51,
CPL,CPL.BK,CPL GROUP PUBLIC COMPANY LIMITED,Fashion,0.68,False,2,22.0,False,11.67,0.7,2.94,
L&E,L&E.BK,LIGHTING & EQUIPMENT PUBLIC COMPANY LIMITED,Home & Office Products,1.02,False,4,20.0,False,11.67,1.24,21.57,
B52,B52.BK,B-52 CAPITAL PUBLIC COMPANY LIMITED,Commerce,0.25,False,0,19.0,False,11.67,0.29,16.0,
TPCH,TPCH.BK,TPC POWER HOLDING PUBLIC COMPANY LIMITED,-,1.06,False,1,4.0,False,11.67,1.52,43.4,
DPAINT,DPAINT.BK,DELTA PAINT PUBLIC COMPANY LIMITED,-,0.23,False,0,1.0,False,11.67,0.29,26.09,
KUMWEL,KUMWEL.BK,KUMWELL CORPORATION PUBLIC COMPANY LIMITED,-,2.16,False,6,95.0,False,8.75,2.78,28.7,
ALT,ALT.BK,ALT TELECOM PUBLIC COMPANY LIMITED,Information & Communication Technology,1.64,False,6,81.0,False,8.75,1.89,15.24,
J,J.BK,JAS ASSET PUBLIC COMPANY LIMITED,Property Development,0.83,False,6,79.0,False,8.75,1.0,20.48,
UVAN,UVAN.BK,UNIVANICH PALM OIL PUBLIC COMPANY LIMITED,Agribusiness,14.2,False,5,65.0,False,8.75,15.72,10.73,
SE,SE.BK,SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,0.49,False,5,60.0,False,8.75,0.55,12.24,
BBIK,BBIK.BK,BLUEBIK GROUP PUBLIC COMPANY LIMITED,Information & Communication Technology,20.5,False,6,57.0,False,8.75,23.1,12.68,
IROYAL,IROYAL.BK,Interroyal Engineering Public Company Limited,-,4.68,False,6,56.0,False,8.75,5.01,7.0,
SECURE,SECURE.BK,NFORCE SECURE PUBLIC COMPANY LIMITED,-,12.7,False,5,48.0,False,8.75,14.4,13.39,
CIVIL,CIVIL.BK,CIVIL ENGINEERING PUBLIC COMPANY LIMITED,Construction Services,1.02,False,5,45.0,False,8.75,1.25,22.55,
THCOM,THCOM.BK,THAICOM PUBLIC COMPANY LIMITED,Information & Communication Technology,11.1,False,5,45.0,False,8.75,11.7,5.41,
BE8,BE8.BK,BERYL 8 PLUS PUBLIC COMPANY LIMITED,-,5.6,False,6,43.0,False,8.75,6.3,12.5,
MAJOR,MAJOR.BK,MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED,Media & Publishing,7.0,False,4,33.0,False,8.75,7.45,6.43,
RSP,RSP.BK,RICH SPORT PUBLIC COMPANY LIMITED,Commerce,1.05,False,3,30.0,False,8.75,0.99,-5.71,
PCE,PCE.BK,PETCHSRIVICHAI ENTERPRISE PUBLIC COMPANY LIMITED,Agribusiness,2.18,False,2,24.0,False,8.75,2.5,14.71,
APO,APO.BK,Asian Palm Oil Public Company Limited,-,1.77,False,2,21.0,False,8.75,2.34,32.2,
ETL,ETL.BK,Euroasia Total Logistics Public Company Limited,Transportation & Logistics,0.44,False,1,19.0,False,8.75,0.52,18.18,
GCAP,GCAP.BK,G CAPITAL PUBLIC COMPANY LIMITED,-,0.25,False,0,18.0,False,8.75,0.28,12.0,
PSGC,PSGC.BK,PSG CORPORATION PUBLIC COMPANY LIMITED,-,5.9,False,4,17.0,False,8.75,6.4,8.47,
RP,RP.BK,RAJA FERRY PORT PUBLIC COMPANY LIMITED,-,0.61,False,1,15.0,False,8.75,0.82,34.43,
M-PAT,M-PAT.BK,MFC PATONG HERITAGE PROPERTY FUND,Property Fund & REITs,1.43,False,0,14.0,False,8.75,1.7,18.88,
RML,RML.BK,RAIMON LAND PUBLIC COMPANY LIMITED,Property Development,0.1,False,1,13.0,False,8.75,0.13,30.0,
VGI,VGI.BK,VGI PUBLIC COMPANY LIMITED,Media & Publishing,1.01,False,3,13.0,False,8.75,1.14,12.87,
NTF,NTF.BK,NTF INTERGROUP (THAILAND) PUBLIC COMPANY LIMITED,-,13.0,False,0,,False,8.75,18.7,43.85,
PPP,PPP.BK,PREMIER PRODUCTS PUBLIC COMPANY LIMITED,Construction Materials,0.76,False,1,9.0,False,6.0,1.0,31.58,
UAC,UAC.BK,UAC GLOBAL PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,2.56,False,2,32.0,False,5.83,2.9,13.28,
AMR,AMR.BK,AMR ASIA PUBLIC COMPANY LIMITED,Information & Communication Technology,0.41,False,4,25.0,False,5.83,0.35,-14.63,
ACC,ACC.BK,ADVANCED CONNECTION CORPORATION PUBLIC COMPANY LIMITED,Energy & Utilities,0.33,False,1,17.0,False,5.83,0.35,6.06,
ARIN,ARIN.BK,ARINSIRI LAND PUBLIC COMPANY LIMITED,-,0.47,False,0,11.0,False,5.83,0.56,19.15,
VIBE,VIBE.BK,VIBE SYNERGY GROUP PUBLIC COMPANY LIMITED,-,0.28,False,0,7.0,False,5.83,0.4,42.86,
MGC,MGC.BK,Millennium Group Corporation (Asia) Public Company Limited,Automotive,7.9,False,6,97.0,False,4.38,10.28,30.18,
KTMS,KTMS.BK,KT Medical Service Public Company Limited,-,1.29,False,0,11.0,False,4.38,1.42,10.08,
TRT,TRT.BK,TIRATHAI PUBLIC COMPANY LIMITED,-,13.1,False,6,99.0,False,0.0,15.4,17.56,
UMS,UMS.BK,UNIQUE MINING SERVICES PUBLIC COMPANY LIMITED,-,0.57,False,5,97.0,False,0.0,0.68,19.3,
MADAME,MADAME.BK,MADAME BIOSCIENCE PUBLIC COMPANY LIMITED,Food & Beverage,1.07,False,6,96.0,False,0.0,0.51,-52.34,
BTC,BTC.BK,THE BROOKER GROUP PUBLIC COMPANY LIMITED,-,0.33,False,4,94.0,False,0.0,0.19,-42.42,
TIGER,TIGER.BK,THAI ENGER HOLDING PUBLIC COMPANY LIMITED,-,0.46,False,5,93.0,False,0.0,0.62,34.78,
STOWER,STOWER.BK,SKY TOWER PUBLIC COMPANY LIMITED,-,0.04,False,5,91.0,False,0.0,0.03,-25.0,
VARO,VARO.BK,VAROPAKORN PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,6.2,False,6,90.0,False,0.0,,,
TM,TM.BK,TECHNO MEDICAL PUBLIC COMPANY LIMITED,-,1.35,False,6,89.0,False,0.0,0.82,-39.26,
BIZ,BIZ.BK,BUSINESS ALIGNMENT PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,5.95,False,6,88.0,False,0.0,6.35,6.72,
PROSPECT,PROSPECT.BK,PROSPECT LOGISTICS AND INDUSTRIAL FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,10.0,False,6,87.0,False,0.0,10.65,6.53,
SALEE,SALEE.BK,SALEE INDUSTRY PUBLIC COMPANY LIMITED,-,0.59,False,6,87.0,False,0.0,0.62,5.08,
PPM,PPM.BK,PORN PROM METAL PUBLIC COMPANY LIMITED,-,1.98,False,6,85.0,False,0.0,2.2,11.11,
SCAP,SCAP.BK,SRISAWAD CAPITAL 1969 PUBLIC COMPANY LIMITED,Finance & Securities,1.73,False,6,85.0,False,0.0,1.9,9.83,
ANI,ANI.BK,Asia Network International Public Company Limited,Transportation & Logistics,3.6,False,6,84.0,False,0.0,3.0,-16.67,
CRD,CRD.BK,CHIANGMAI RIMDOI PUBLIC COMPANY LIMITED,-,0.48,False,6,82.0,False,0.0,0.57,18.75,
MII,MII.BK,MFC Industrial Investment Freehold and Leasehold Real Estate Investment Trust,Property Fund & REITs,6.1,False,6,80.0,False,0.0,6.3,3.28,
ITD,ITD.BK,ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED,Construction Services,0.36,False,6,79.0,False,0.0,0.44,22.22,
ECF,ECF.BK,EAST COAST FURNITECH PUBLIC COMPANY LIMITED,-,0.1,False,4,78.0,False,0.0,,,
NKI,NKI.BK,THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED,Insurance,19.7,False,5,78.0,False,0.0,14.9,-24.37,
B-WORK,B-WORK.BK,BUALUANG OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,6.05,False,6,76.0,False,0.0,5.51,-8.96,
ONEE,ONEE.BK,THE ONE ENTERPRISE PUBLIC COMPANY LIMITED,Media & Publishing,3.0,False,6,76.0,False,0.0,3.32,10.6,
THREL,THREL.BK,THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED,Insurance,1.35,False,5,76.0,False,0.0,,,
WINMED,WINMED.BK,WINNERGY MEDICAL PUBLIC COMPANY LIMITED,-,1.22,False,4,76.0,False,0.0,,,
GVREIT,GVREIT.BK,GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,7.65,False,6,75.0,False,0.0,8.3,8.52,
EVER,EVER.BK,EVERLAND PUBLIC COMPANY LIMITED,Property Development,0.07,False,5,73.0,False,0.0,0.09,28.57,
QTCG,QTCG.BK,QTCG PUBLIC COMPANY LIMITED,-,0.16,False,4,73.0,False,0.0,0.14,-12.5,
JDF,JDF.BK,JD Food Public Company Limited,Food & Beverage,2.02,False,6,72.0,False,0.0,2.28,12.87,
TLHPF,TLHPF.BK,THAILAND HOSPITALITY PROPERTY FUND,Property Fund & REITs,5.1,False,6,71.0,False,0.0,4.66,-8.63,
SYNTEC,SYNTEC.BK,SYNTEC CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services,1.98,False,6,70.0,False,0.0,1.88,-5.05,
ALLY,ALLY.BK,ALLY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,5.05,False,6,69.0,False,0.0,5.34,5.66,
BAREIT,BAREIT.BK,BA Airport Leasehold Real Estate Investment Trust,Property Fund & REITs,11.8,False,7,69.0,False,0.0,11.5,-2.54,
CPNREIT,CPNREIT.BK,CPN RETAIL GROWTH LEASEHOLD REIT,Property Fund & REITs,13.4,False,7,69.0,False,0.0,13.51,0.85,
KBS,KBS.BK,KHONBURI SUGAR PUBLIC COMPANY LIMITED,Food & Beverage,6.35,False,7,69.0,False,0.0,,,
LHHOTEL,LHHOTEL.BK,LH HOTEL LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,14.2,False,7,69.0,False,0.0,13.85,-2.45,
METCO,METCO.BK,MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY LIMITED,Electronic Components,298.0,False,7,69.0,False,0.0,295.0,-1.01,
MITSIB,MITSIB.BK,MITSIB LEASING PUBLIC COMPANY LIMITED,-,0.66,False,6,69.0,False,0.0,0.59,-10.61,
AMATAR,AMATAR.BK,AMATA SUMMIT GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,7.6,False,7,68.0,False,0.0,7.7,1.32,
ASP,ASP.BK,ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities,2.44,False,7,68.0,False,0.0,2.24,-8.22,
BBL,BBL.BK,BANGKOK BANK PUBLIC COMPANY LIMITED,Banking,190.0,False,6,68.0,False,0.0,195.0,2.63,
LUXF,LUXF.BK,LUXURY REAL ESTATE INVESTMENT FUND,Property Fund & REITs,10.5,False,6,68.0,False,0.0,9.4,-10.48,
SAT,SAT.BK,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,Automotive,16.1,False,7,68.0,False,0.0,15.22,-5.45,
SUSCO,SUSCO.BK,SUSCO PUBLIC COMPANY LIMITED,Energy & Utilities,2.56,False,6,68.0,False,0.0,2.34,-8.59,
UP,UP.BK,UNION PLASTIC PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,25.25,False,7,68.0,False,0.0,25.5,0.99,
BR,BR.BK,BANGKOK RANCH PUBLIC COMPANY LIMITED,Food & Beverage,1.93,False,5,67.0,False,0.0,2.04,5.7,
FE,FE.BK,FAR EAST FAME LINE PUBLIC COMPANY LIMITED,Media & Publishing,199.5,False,5,67.0,False,0.0,171.26,-14.16,
FPT,FPT.BK,FRASERS PROPERTY (THAILAND) PUBLIC COMPANY LIMITED,Property Development,7.35,False,6,67.0,False,0.0,7.1,-3.4,
GTB,GTB.BK,GETABEC PUBLIC COMPANY LIMITED,-,0.78,False,7,67.0,False,0.0,0.72,-7.69,
SCG,SCG.BK,RATCH PATHANA ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities,2.72,False,5,67.0,False,0.0,3.0,10.29,
CGH,CGH.BK,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities,0.58,False,7,66.0,False,0.0,0.55,-5.17,
GPI,GPI.BK,GRAND PRIX INTERNATIONAL PUBLIC COMPANY LIMITED,Media & Publishing,1.75,False,6,66.0,False,0.0,1.69,-3.26,
SCB,SCB.BK,SCB X PUBLIC COMPANY LIMITED,Banking,151.0,False,5,66.0,False,0.0,158.5,4.97,
SCGD,SCGD.BK,SCG DECOR PUBLIC COMPANY LIMITED,Construction Materials,5.45,False,6,66.0,False,0.0,5.65,3.67,
SMPC,SMPC.BK,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,Packaging,9.85,False,6,66.0,False,0.0,,,
SO,SO.BK,SIAMRAJATHANEE PUBLIC COMPANY LIMITED,Professional Services,4.78,False,7,66.0,False,0.0,,,
STP,STP.BK,SAHATHAI PRINTING & PACKAGING PUBLIC COMPANY LIMITED,-,12.1,False,7,66.0,False,0.0,11.12,-8.08,
GABLE,GABLE.BK,G-Able Public Company Limited,Information & Communication Technology,4.0,False,6,65.0,False,0.0,4.34,8.5,
IMH,IMH.BK,INTERMEDICAL CARE AND LAB HOSPITAL PUBLIC COMPANY LIMITED,-,3.72,False,5,65.0,False,0.0,3.12,-16.13,
MCA,MCA.BK,Market Connections Asia Public Company Limited,-,1.28,False,6,65.0,False,0.0,1.13,-12.0,
TPP,TPP.BK,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,Packaging,12.6,False,7,64.0,False,0.0,12.7,0.79,
WHABT,WHABT.BK,WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,6.4,False,6,64.0,False,0.0,,,
WHART,WHART.BK,WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,11.2,False,7,64.0,False,0.0,11.01,-1.69,
PDG,PDG.BK,PRODIGY PUBLIC COMPANY LIMITED,-,3.2,False,6,63.0,False,0.0,3.09,-3.35,
YUASA,YUASA.BK,YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED,-,14.7,False,7,63.0,False,0.0,14.09,-4.14,
IRC,IRC.BK,INOUE RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Automotive,13.0,False,6,62.0,False,0.0,13.2,1.54,
KBSPIF,KBSPIF.BK,KHONBURI SUGAR POWER PLANT INFRASTRUCTURE FUND,Energy & Utilities,9.55,False,6,62.0,False,0.0,9.8,2.62,
SCP,SCP.BK,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,Construction Materials,9.05,False,6,62.0,False,0.0,9.6,6.08,
SSSC,SSSC.BK,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,Steel and Metal Products,2.32,False,6,62.0,False,0.0,2.34,0.86,
TATG,TATG.BK,THAI AUTO TOOLS AND DIE PUBLIC COMPANY LIMITED,-,1.05,False,6,62.0,False,0.0,1.03,-1.9,
UV,UV.BK,UNIVENTURES PUBLIC COMPANY LIMITED,Property Development,1.02,False,6,62.0,False,0.0,1.03,0.98,
GJS,GJS.BK,G J STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products,0.13,False,5,61.0,False,0.0,0.14,7.69,
HPF,HPF.BK,HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD FUND,Property Fund & REITs,6.2,False,5,61.0,False,0.0,,,
SSTRT,SSTRT.BK,SUB SRI THAI REAL ESTATE INVESTMENT TRUST,Property Fund & REITs,4.64,False,6,61.0,False,0.0,,,
TNR,TNR.BK,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,6.1,False,4,61.0,False,0.0,5.7,-6.56,
WINNER,WINNER.BK,WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED,-,2.22,False,6,61.0,False,0.0,2.23,0.42,
AI,AI.BK,ASIAN INSULATORS PUBLIC COMPANY LIMITED,Energy & Utilities,3.14,False,6,60.0,False,0.0,,,
IRCP,IRCP.BK,"INTERNATIONAL RESEARCH CORPORATION PUBLIC CO., LTD.",-,0.32,False,4,60.0,False,0.0,0.33,3.13,
TCJ,TCJ.BK,T.C.J. ASIA PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,2.82,False,4,60.0,False,0.0,2.46,-12.77,
TU,TU.BK,THAI UNION GROUP PUBLIC COMPANY LIMITED,Food & Beverage,12.9,False,5,60.0,False,0.0,12.03,-6.75,
ADD,ADD.BK,ADDTECH HUB PUBLIC COMPANY LIMITED,-,3.62,False,6,59.0,False,0.0,3.67,1.35,
DRT,DRT.BK,DIAMOND BUILDING PRODUCTS PUBLIC COMPANY LIMITED,Construction Materials,5.35,False,6,59.0,False,0.0,4.87,-9.01,
MST,MST.BK,MAYBANK SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,Finance & Securities,7.8,False,5,59.0,False,0.0,7.15,-8.33,
TFFIF,TFFIF.BK,THAILAND FUTURE FUND,Transportation & Logistics,7.1,False,5,59.0,False,0.0,6.9,-2.82,
AKR,AKR.BK,EKARAT ENGINEERING PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,0.96,False,6,58.0,False,0.0,0.98,2.08,
CCP,CCP.BK,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,Construction Materials,0.29,False,7,58.0,False,0.0,0.29,0.0,
CHOTI,CHOTI.BK,"KIANG HUAT SEA GULL TRADING FROZEN FOOD PUBLIC CO., LTD.",Food & Beverage,73.0,False,6,58.0,False,0.0,,,
CIMBT,CIMBT.BK,CIMB THAI BANK PUBLIC COMPANY LIMITED,Banking,0.37,False,5,58.0,False,0.0,,,
